7216 654 4042
8082 677 5991
706 6167 5725
7803 7812 9497
9007 8302 6462
3289 405 8186
2395 1921 2449
6967 1300 1800
8101 4980 8046
7854 1659 5086
6474 5432 3210
7307 7379 8403
5665 7617 6349
1165 528 8850
673 7805 2333
1370 1676 1503
1666 1672 2333
174 933 4690
9400 934 896
4785 1243 333
1261 174 279
4852 3735 9079
1964 1727 625
6893 5758 6298
1673 2004 0
7987 2255 7560
330 1757 0
4867 5895 5329
1120 628 5633
1254 305 3200
1285 1624 8627
4259 5097 5726
7671 1589 7003
1071 5380 1261
4518 1727 2722
1981 6520 6890
4064 8369 5641
2221 3350 1051
163 4597 6976
2717 2457 8152
6507 2439 3037
507 48 3291
6517 4619 6817
484 1654 8460
4451 3860 4754
3246 70 1046
331 16 861
2167 108 1244
89 4690 7382
9400 934 7076
793 956 1160
1146 2832 350
2595 5806 4382
1172 9334 2595
1759 1455 251
1124 778 7260
5886 7377 7318
3167 4331 1609
5177 1119 1058
6314 6611 642
4786 1261 3555
8768 8474 1673
7342 4769 3027
3768 2417 3197
2634 1065 1775
455 1120 6314
7310 249 3324
866 74 1503
6005 5821 8181
1676 1755 793
9203 6581 3013
4690 625 4838
2224 3392 2328
2986 522 6531
7803 7812 9497
6043 2188 540
2675 2290 2632
6969 6923 5084
3242 3255 2555
5183 5182 3454
1364 1131 535
1565 4247 1680
359 8605 635
6178 6689 3238
293 1964 1440
4216 5337 333
1837 1212 2349
4106 151 6303
1390 4010 3297
3743 4207 353
3478 3038 3153
1863 575 1154
5112 1282 1427
3319 1562 2569
2417 661 6484
754 4183 952
2412 7358 4977
5060 5 7073
6495 1155 9144
4661 3986 4355
7037 8420 8257
781 3832 507
1373 425 1459
1174 330 339
6380 5877 6343
78 4441 3272
1760 9292 8755
5195 7007 7168
3668 2673 2308
8720 9349 9143
3494 812 110
758 6226 1329
6167 1791 9018
3466 4239 5283
8297 3026 3251
1863 7488 5094
5329 3208 4543
5789 7791 38
1175 689 1795
7101 3013 6742
589 3127 3332
969 7247 1662
5472 7794 9211
2581 1459 6000
6342 1313 6
7148 5911 3823
341 3745 2104
2378 5190 2420
6594 2295 4118
3476 5497 7347
3819 4764 829
1718 6933 5745
1322 2818 38
7498 5338 1249
6877 1866 786
8288 2614 8634
3977 6245 7810
4887 369 1950
804 2384 2500
1908 1863 2291
3996 4466 6955
7717 250 9444
23 489 165
8759 4568 8851
1997 193 672
4764 3150 2439
238 861 1287
8103 821 980
2004 0 2291
7767 6374 8952
333 2163 6733
6388 956 2249
2333 140 3037
4000 4027 3818
7760 8351 9418
9020 6996 6768
1469 8198 6799
2716 848 1664
3280 7083 8002
3242 2665 3255
6687 1091 4867
4156 2473 2793
8127 4421 206
1921 2395 3397
162 1009 4203
174 1146 4690
2878 282 4868
1799 5115 5784
6978 1191 1120
1437 2882 4148
8186 1503 465
531 625 5143
2271 2349 1212
9121 8881 2566
6630 8076 4504
3386 7382 5079
8714 7222 454
4812 104 3445
1770 3240 2333
6427 2082 4129
9201 8462 9229
558 2136 1155
529 793 9334
1120 1383 1147
4683 1565 4186
2325 4812 6839
7803 7812 9497
165 1119 1058
7803 7812 9497
70 4919 423
4707 3576 4242
4783 1367 6584
2393 250 2435
1683 2929 1625
3023 460 4042
3939 956 4690
8532 1915 5114
1276 4139 8803
5432 4706 7128
5907 2194 3901
8887 3786 4870
7167 8383 7177
6744 8975 1760
5816 3918 6338
3679 551 3038
4870 2271 2295
2581 509 642
3484 6053 1877
6328 4768 4401
5230 1144 2994
3418 5555 8179
2271 1200 1592
1520 604 193
2012 709 0
2600 1703 2908
624 1882 1392
5522 1213 3733
8825 8082 461
7805 2386 1379
4973 2752 6290
1018 6852 8903
4669 4480 4556
5031 7281 8850
195 5094 3140
2279 423 956
3034 654 1490
3620 7612 8996
5750 3965 5791
8891 6885 2297
314 1159 7073
7803 7812 9497
4382 4315 1876
1707 4338 5745
562 1334 2422
6091 4160 7687
1011 331 2283
3494 4268 455
3189 2939 7070
65 1854 261
6290 661 2299
4779 323 4451
5155 7168 5195
9143 5527 9349
47 2038 2758
8522 6127 9312
7168 2238 197
7386 5725 7160
7293 2255 5234
1768 2717 1469
5689 1673 4544
6380 2471 1672
5835 7710 2861
233 1488 425
6032 1144 203
9026 397 6927
9157 5273 4393
2332 8460 2476
4800 2472 1477
5095 6496 2273
1729 8295 9356
8043 6908 1562
8287 3173 1638
6873 1421 4871
6646 181 559
5736 875 584
2325 3853 1395
5760 4360 4023
2604 243 6682
793 529 1755
4783 1367 6584
2749 9208 286
1501 4691 5044
489 2879 5917
3486 9444 2376
7484 7816 7762
3054 5843 3310
441 4142 2710
4484 6558 1261
2591 2501 1665
4352 2562 860
2560 7996 1110
2336 5183 3257
2828 6921 7905
5999 6635 9221
2995 3806 6421
872 1321 8933
5401 6134 4217
2853 7281 1970
1997 2206 214
5627 2191 7133
4867 2595 1310
3008 4891 1790
2198 2270 6799
2245 5294 6885
6208 9356 1164
493 2686 1656
9400 1142 3497
8460 2668 3065
925 2611 1037
4115 1010 2166
3794 2177 2076
2052 2270 2439
4013 4703 2014
162 6263 5539
3493 65 2033
2146 5263 2158
7488 575 6002
3166 266 685
5121 3784 9073
5557 4464 7530
1531 2581 294
7407 8102 1223
7260 4999 3607
6018 2029 4243
1969 978 305
7534 1062 3713
1109 817 201
8898 71 5254
6676 7343 7188
978 1947 6507
7803 7812 9497
6292 3935 3437
3919 465 1065
6439 6667 6297
1980 2812 857
2746 3702 2473
1866 2982 8580
588 6396 2295
7674 8278 7589
6931 1580 7038
2660 7287 7852
8092 197 1119
4691 1907 4540
331 4217 529
1245 614 6086
3324 526 249
8329 8941 8034
4224 3805 4412
1287 1075 2643
975 349 3895
2523 6307 1473
1120 518 9264
7924 4889 8915
6448 5267 4060
1589 3750 3513
6133 7076 7270
1905 919 2580
5298 1562 3319
9157 9239 8824
1273 1935 1206
5118 0 484
4819 3086 3466
899 570 193
8450 7760 9197
6474 470 4706
2438 295 7631
470 2146 146
1959 987 776
4853 137 954
9334 672 912
142 2674 3109
607 8103 980
8064 4776 8595
2439 236 1963
2929 619 2555
509 3839 2348
2623 327 505
2647 1757 0
2012 2333 0
3935 6211 3819
7996 110 269
4980 4988 1119
4005 7768 3145
6205 5694 8612
4783 1367 6584
7119 7567 4507
4652 7271 5105
3287 4667 8587
4302 2768 2039
6587 5323 8662
7284 8380 5289
785 2473 2746
3759 2293 76
3524 1089 619
972 583 1035
3217 8806 9030
1308 8860 5656
9148 9275 9292
3734 672 2813
5533 1336 1608
7091 477 1025
1452 182 1683
5201 7135 6791
1313 3026 562
65 2033 764
6996 9020 7871
1515 6423 3654
2812 447 784
5955 5299 5895
1191 3906 2668
2562 5816 5792
1287 506 331
4002 5343 6922
7583 7133 2721
9111 8562 7339
6188 7443 6158
174 2385 1879
5302 284 7421
6873 5041 276
4066 8762 4867
7177 7196 6168
8187 7504 7008
3541 6851 8076
6665 9011 9149
2248 6657 1381
135 6 3647
1134 7453 5327
6412 6278 5603
6495 558 1155
3475 3685 1991
7294 5001 4812
7120 4136 4489
945 4925 6701
2299 2060 462
33 2471 0
3340 4161 6233
4184 4182 5745
5132 9442 2500
222 149 85
6055 4504 1022
4352 573 5283
2466 305 978
3792 555 3881
7520 9164 2078
6581 9203 4216
586 1749 2443
5550 391 2393
8755 9005 9201
5904 5974 4320
7631 1011 2221
6733 3420 8082
5815 6389 9187
93 435 1265
2689 3939 1084
8896 778 575
957 4993 3128
7361 5345 6072
8191 7989 1661
1350 1084 5545
6380 2333 6004
1388 8018 1383
6116 3424 8450
9334 1765 193
8116 7201 7389
1154 6172 575
1426 5275 2346
7560 1119 1341
3628 3383 6387
6416 978 3491
1905 3023 5089
814 5615 4548
6110 2393 391
6000 3030 4156
4892 5947 2222
5599 7177 4545
8165 7669 5958
165 1119 6305
1129 2305 4496
611 2249 956
4127 6338 2333
4973 5234 4953
1035 3806 3030
1933 4386 8768
346 3923 3717
2510 860 3497
6061 2393 896
5126 6158 5139
6803 7117 845
725 2597 5263
3361 4761 4016
2945 612 117
9417 981 3504
174 6314 1976
3593 244 2188
1379 1890 1403
882 4925 6701
3647 6258 9271
4911 2158 2146
6170 3699 7616
1350 611 956
7810 7217 1712
4182 5360 1718
3808 6594 555
2935 1840 3656
3735 818 1636
3649 4493 4481
1084 1190 2249
6714 353 2613
6032 203 6856
8480 2799 2350
978 2995 1440
8725 261 3142
313 1224 716
363 2132 1437
261 125 1666
2357 934 8112
6122 4225 6743
337 2194 2073
475 295 584
1662 7389 5451
4210 6828 3552
6713 4364 6836
844 1035 214
6723 5264 6476
6101 4469 4732
1084 1879 2249
1711 4105 3565
1027 2108 2353
3491 2850 305
8659 4656 2274
607 821 8103
5656 3504 9417
3906 491 5097
6896 2273 6977
8909 8820 5489
4515 5175 5228
3878 3670 2055
1879 2113 1109
3388 2038 4813
6446 7168 5195
6976 3393 4450
4388 3836 7786
2158 2146 4776
5151 1685 2586
7805 5580 7656
8685 5066 441
8856 6574 7971
6007 7754 4160
3418 4317 1187
3592 6048 6090
4087 7823 8974
3168 1276 3173
2290 3464 88
3797 1338 1300
5012 3995 6296
506 6321 986
6297 6675 6338
3173 7889 277
3109 142 2674
8701 2235 624
6805 4728 4414
1287 2398 1703
1333 3786 8887
1263 6265 1885
7003 7542 3151
842 506 2535
5440 6269 259
3093 1256 1526
8903 5543 1425
7836 1341 197
7419 4331 9044
7803 7812 9497
634 889 4504
129 7639 1395
7803 7812 9497
477 11 5379
4109 2563 8875
5226 2096 1309
3082 3433 375
5519 6360 6149
4975 8317 9211
9163 4835 6234
1885 1013 6226
2181 8340 7009
7803 7812 9497
4352 1459 4156
7803 7812 9497
1704 758 4604
8288 2614 8541
6292 4152 5550
649 5593 6388
1879 3350 8007
4212 2255 1284
1545 9334 1952
2889 1886 5062
2272 6854 840
8820 3506 8033
835 3802 2190
301 8563 1827
5723 6073 2104
1765 759 2780
424 3774 1634
4857 7583 6635
4783 1367 6584
7631 883 433
3484 5009 25
1120 1383 455
489 1239 2085
4907 5329 1119
9010 8937 5220
260 2039 1111
5904 1480 5241
8943 6380 6343
3405 3285 1651
5110 213 5728
900 8896 1775
3988 6599 131
184 2305 2333
1798 2322 2149
8947 5629 1904
7437 5645 431
8762 1261 480
3645 214 844
2221 9384 1676
73 8091 1381
2600 899 1110
2039 705 260
551 85 889
164 182 2319
1310 455 2720
1715 5911 7276
280 0 33
6388 655 793
4600 3998 6369
956 1350 3939
9497 7733 5648
5155 1799 7168
2439 1322 330
9134 1757 1673
1167 9400 1313
4980 1779 1119
5177 6687 6455
4426 152 2657
5588 8765 7388
8498 1691 7097
177 8287 1436
3904 5455 3088
1770 8725 3426
8620 8853 6501
1575 305 5560
5228 5816 5792
7865 1011 1287
9444 1473 793
5984 1341 827
7237 4579 3919
2788 236 5105
835 7658 7541
5045 5736 8112
5329 529 1755
425 1131 0
2560 8090 94
7483 2796 3896
5489 8864 9429
4127 7203 3939
4201 4532 5449
1758 7951 1656
1147 1120 1503
1471 1469 3045
6723 8762 2830
6428 4980 165
1191 2850 1383
5093 5559 3642
3920 4020 5454
480 193 912
5562 2471 33
7096 7187 7519
4317 2001 250
1909 2186 1334
2145 2209 7787
4622 8915 2869
4812 6967 4631
4812 104 1154
8947 6506 5847
6028 7274 7530
3803 8532 9068
3593 176 1832
7570 5894 5553
7161 6062 6458
2202 1861 5205
4048 5205 7219
5182 5037 6027
2475 276 2005
1503 8448 1488
3368 8460 1827
1379 8440 2094
7076 8955 509
4442 4690 625
2457 1322 1383
7140 4426 7598
1653 1117 828
1011 331 529
6407 8294 4308
875 1313 6
4552 1286 2412
1379 391 1131
8261 6099 558
7803 7812 9497
6831 5034 6398
4783 1367 6584
5 689 7073
1964 510 1084
3923 2105 4690
7803 7812 9497
980 541 1680
6582 6529 6823
5329 2632 7110
1863 425 575
3702 2746 4434
6933 8295 9356
7111 6886 7355
3637 883 840
5789 5978 1206
4739 6438 1690
3828 130 343
1395 3307 563
1795 3183 6179
7206 7656 7003
2385 174 529
128 5421 1062
240 1730 2647
8061 4245 1361
1367 5672 6584
2479 875 6
7803 7812 9497
3797 1044 524
822 7959 259
6701 945 882
6581 9203 6717
5263 2597 4959
1959 3991 1775
3939 3827 956
1383 5453 1120
2807 3183 2598
2278 8392 1230
8609 761 5541
7432 701 6453
1039 5550 6847
5141 868 5758
3143 7415 8138
8181 7258 8445
1686 3892 2825
1952 672 1758
241 1501 1520
1061 3036 2676
4283 4029 4073
2475 280 2202
129 1395 1935
6676 4144 2238
2795 584 2194
5688 7997 6859
5318 7721 5513
6581 8919 8874
546 3634 632
6973 6997 3993
5902 4559 6273
7803 7812 9497
5424 1877 4731
1067 4230 3577
2078 2370 1262
7468 6745 7509
1091 6455 6565
9485 3144 1911
765 2146 2158
9417 6695 4428
1291 962 3124
5816 5792 5601
3165 3164 9497
129 1395 7226
1011 4432 5835
2712 2616 2691
4293 1193 2278
2385 1503 6893
3405 1572 9450
3496 5403 6935
4082 4000 3412
1663 4454 7867
8037 6939 7106
1463 1287 1621
2331 1295 2517
7682 6922 380
6514 8574 8637
1367 5672 6584
2175 6448 5200
7099 3915 479
1333 3786 8887
2219 1469 2490
3227 1444 1687
7417 8459 6670
3188 3775 2303
1459 3806 1035
2283 2720 2595
406 1722 1092
6084 7653 8591
8628 8779 8664
305 1959 489
7194 6011 7186
1287 1808 1017
7803 7812 9497
6554 3346 8430
5645 4153 7437
4803 6072 9224
7488 575 5094
9294 1888 2002
1168 1013 5461
2327 2343 4789
5035 435 902
7803 7812 9497
1284 8532 1435
3211 8673 3890
6954 3501 6409
4181 3015 6648
7042 6101 1004
1164 605 3150
6401 9087 6464
5533 774 1608
1182 2517 6348
269 2816 3126
9400 0 1341
6207 978 1393
3144 5259 1636
6701 5186 8294
2875 2139 8587
4087 552 7823
3261 1482 0
6167 699 1322
1075 1758 899
1866 1154 1131
861 2643 1755
382 2237 7220
4352 5283 2647
1873 2818 1346
6611 465 1023
8357 7009 8340
2574 475 8414
1035 1459 583
4932 2937 1238
672 193 1520
916 3282 3273
6791 4826 2566
6331 7151 1519
3797 5062 1338
2181 3037 689
3315 6076 6145
5162 1018 7882
3449 2165 4999
4796 3967 1071
7451 1887 4461
3577 4798 618
2037 6732 7539
1022 1027 2841
330 4 1383
4059 3072 4619
0 4144 4631
1866 584 9400
4690 1011 4661
4491 3206 2996
5737 5816 5792
4308 2466 264
8133 5694 6058
7812 1266 9497
4034 3092 1231
6750 4940 4050
2457 6167 0
5099 5484 2332
6517 1501 1520
1989 2942 3797
1888 2370 2278
5140 2985 7065
7709 8455 3668
571 118 1295
33 1984 2272
4996 8985 1198
3637 1117 1471
5975 3786 8887
3298 2219 1127
1819 4500 1437
849 5533 1608
2647 2581 1373
3797 1300 5062
2158 2146 1946
3248 2062 7150
4988 2510 860
6550 4912 1614
4016 2808 8043
1863 8896 575
2539 3144 3161
7107 7083 651
2000 1684 8186
706 7386 6012
9198 6118 7328
3939 1084 956
3185 1287 6906
3269 3563 1573
3915 8682 8538
7865 1011 2595
227 1763 3177
6416 2087 1383
456 2749 2995
4054 5560 2504
9144 197 1865
4492 5632 878
7142 1180 8061
7927 8807 3107
2517 3282 2752
2004 8896 1131
2647 4447 6758
3647 9367 6659
4783 5672 6584
840 7248 4779
5097 3906 1383
861 506 2221
7812 1266 9497
4425 6216 4208
4352 2473 1459
7759 6858 5736
2052 7230 2439
5952 6018 9056
9180 253 3257
104 5975 6246
5617 5562 2386
4062 7628 7864
2379 8496 1074
8576 5181 6329
1120 4 1310
6326 7343 6676
6947 567 468
8283 4539 8807
6629 5399 3652
384 3491 5273
8247 2045 424
3 548 5164
1459 1167 3282
346 1652 1488
1120 211 1278
4251 7955 4157
3853 2325 725
5970 7188 7139
7881 3420 7507
7812 1266 9497
2283 1897 4601
3260 2885 6033
2181 1033 318
1901 848 2425
6964 944 2909
5553 758 778
1084 279 1287
619 2555 4146
1124 8532 2237
426 88 1287
5065 6758 1970
4274 4140 424
7811 3418 6546
2490 1469 699
1409 1947 6559
4335 2343 3782
6847 2822 6790
3688 9134 6223
3766 298 8070
4867 1652 346
4783 1367 6584
994 1674 2129
807 3101 722
9134 382 1947
295 2982 584
1890 4514 382
5543 4864 1018
1754 5275 915
3931 3607 552
7497 601 3097
308 1995 1949
7812 1266 9497
2468 233 1065
7812 1266 9497
822 2163 6670
4789 3276 3263
6388 1084 1267
1520 177 1804
6951 625 2332
5200 2888 2175
7895 8229 8358
6421 5439 5329
5364 1895 427
9026 4653 8245
726 8735 9382
2494 3021 896
3677 264 9075
405 1684 1147
3926 148 2747
726 2698 8735
2384 1130 4509
6585 6584 6791
3987 2037 2060
331 2269 182
3917 6611 1108
3093 257 6319
251 1759 514
2995 960 5129
4118 2618 2308
8413 7725 3930
7299 1035 2473
2377 89 652
2085 6495 1827
3165 3164 9497
1383 4 1119
4933 5156 6891
5489 8864 2696
7950 8224 8016
6132 6573 4218
7309 5551 1302
1785 2219 2490
3870 5684 2179
3637 1117 1332
4075 2597 5263
4870 4221 2272
1011 2398 866
7147 1609 9446
1318 6160 5210
5995 717 6602
3095 3787 6700
3531 6516 8481
695 1061 5241
3678 2526 2895
424 5642 1147
8211 5756 2375
2474 2504 1887
725 2597 5263
6267 5872 9078
1854 3182 9173
2060 7458 1392
5572 8383 7167
4754 2813 3734
7082 8109 2969
1256 1102 6542
4866 2921 8706
6529 7057 7832
2560 1075 1110
7248 3150 4864
8852 5283 5063
1062 8714 152
2231 356 2758
8288 2614 8634
3601 2864 1520
6188 6158 6492
1231 2720 1102
772 1373 3106
5468 4267 3060
7599 4724 7415
2281 3603 4754
3129 6052 8517
916 1297 1902
5572 7167 8383
1683 1997 2398
7812 1266 9497
1194 8118 8335
2581 2393 6000
3154 1890 4811
7150 2199 2245
2543 461 3056
555 823 921
1299 6681 6331
3601 1202 1501
3830 2075 6130
746 2290 606
4259 5105 8009
663 6338 354
5175 1541 7382
2958 1017 2773
761 190 2339
9314 6489 6744
863 216 2141
9356 6129 1164
1035 8768 2412
8343 5144 31
4102 1475 5927
2271 8546 5691
5258 7293 6490
8340 7009 8357
2858 1126 349
5717 1225 392
1757 486 0
2385 1710 1287
980 3691 98
4566 278 8071
4849 1762 5764
6875 2995 4251
1683 1765 1636
1191 4412 3103
5063 4544 3497
6944 8682 8538
975 1109 1084
7958 3828 3352
24 1669 752
6475 988 2458
3923 3940 4222
2147 1611 2231
3310 5843 735
1623 4711 1711
3310 735 5843
5428 1830 6769
689 1119 197
1613 2850 8460
2059 2415 3580
3319 5792 5816
955 7219 377
1445 1317 301
625 5309 1680
1954 4938 2581
8025 6161 3877
3165 3164 770
1787 5601 4264
6714 6241 6169
7436 3331 2969
9450 1232 229
1459 3563 1352
7812 1266 9497
2995 4867 2595
3310 735 945
8772 1727 1651
6009 8259 1
841 1341 4675
4329 2512 4889
4768 7717 9444
6215 6655 5369
8829 6768 7637
116 2938 4533
3269 7126 6622
8633 5430 1912
1765 9334 1102
2675 5386 1242
4153 7437 5645
7160 4422 2750
8491 1921 3397
7035 671 3000
2670 2489 3671
2380 3523 5364
4544 1912 6267
4629 6134 6766
1796 7426 97
5953 1456 47
336 7194 3191
8031 5267 7097
6846 6873 8211
883 476 1076
1084 2650 928
7832 6801 6027
2581 903 2113
3663 3114 3034
2060 2516 4272
1274 849 1336
517 5927 1475
2588 3065 2799
7982 5988 2476
7567 911 3424
1560 1684 1348
6333 1342 1680
4340 8273 9160
6952 8304 4915
6495 558 1155
1055 3783 4201
5044 3545 382
6241 8922 6574
793 1084 1350
1337 1605 4804
3144 2038 1911
5465 5832 2938
2319 1683 653
1011 1699 1354
6178 4536 6575
4108 2196 5285
455 861 2221
7919 4028 6524
8451 8018 3625
2376 1459 7692
299 7870 3040
7864 1051 3774
7812 1266 9497
3730 5756 1545
5397 2660 3996
2816 721 4927
1414 2035 2343
270 3201 2028
7997 9271 3517
4150 8531 657
2191 8820 5012
2041 2752 823
8697 6289 1013
2517 2485 8896
2385 2 174
